Id,Material_Id,Time_Stamp,Json_Text,Spec_Type
91,101,2/8/2019 15:20,"{""Dtex"":3300,""Style"":101,""WeaveType"":"""",""YarnType"":""Hyosung"",""Denier"":3000,""MeanWarpCount"":17,""MinWarpCount"":16.24,""MaxWarpCount"":17.76,""MeanFillCount"":17,""MinFillCount"":16.24,""MaxFillCount"":17.76,""MeanDryWeight"":13.16,""MinDryWeight"":12.63,""MaxDryWeight"":13.68,""MeanConditionedWeight"":14.21,""MinConditionedWeight"":13.64,""MaxConditionedWeight"":14.78,""YarnFinish"":""0.01"",""YarnCode"":""FHY0AF1334002P0000"",""MoistureRegain"":0.08,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" AF1000""}",style
92,103,2/8/2019 15:20,"{""Dtex"":3300,""Style"":103,""WeaveType"":"""",""YarnType"":""Hyosung"",""Denier"":3000,""MeanWarpCount"":23.62,""MinWarpCount"":22.86,""MaxWarpCount"":16.26,""MeanFillCount"":23.62,""MinFillCount"":22.86,""MaxFillCount"":24.38,""MeanDryWeight"":18.07,""MinDryWeight"":17.35,""MaxDryWeight"":18.79,""MeanConditionedWeight"":19.52,""MinConditionedWeight"":18.74,""MaxConditionedWeight"":20.3,""YarnFinish"":""0.01"",""YarnCode"":""FHY0AF1334002P0000"",""MoistureRegain"":0.08,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" AF1000""}",style
93,404,2/8/2019 15:20,"{""Dtex"":3300,""Style"":404,""WeaveType"":"""",""YarnType"":""Hyosung"",""Denier"":3000,""MeanWarpCount"":23,""MinWarpCount"":22.24,""MaxWarpCount"":16.26,""MeanFillCount"":23,""MinFillCount"":22.24,""MaxFillCount"":23.76,""MeanDryWeight"":17.6,""MinDryWeight"":16.89,""MaxDryWeight"":18.3,""MeanConditionedWeight"":19,""MinConditionedWeight"":18.24,""MaxConditionedWeight"":19.76,""YarnFinish"":""0.01"",""YarnCode"":""FHY0AF1334002P0000"",""MoistureRegain"":0.08,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" AF1000""}",style
94,405,2/8/2019 15:20,"{""Dtex"":3460,""Style"":405,""WeaveType"":"""",""YarnType"":""Taekwang Acepara"",""Denier"":3120,""MeanWarpCount"":17,""MinWarpCount"":16,""MaxWarpCount"":16.26,""MeanFillCount"":17,""MinFillCount"":16,""MaxFillCount"":18,""MeanDryWeight"":13.1,""MinDryWeight"":12.58,""MaxDryWeight"":13.62,""MeanConditionedWeight"":13.69,""MinConditionedWeight"":13.14,""MaxConditionedWeight"":14.24,""YarnFinish"":""0.01"",""YarnCode"":""FAK0TF6041702P0000"",""MoistureRegain"":0.07,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" TF100""}",style
95,406,2/8/2019 15:20,"{""Dtex"":3330,""Style"":406,""WeaveType"":"""",""YarnType"":""Heracon"",""Denier"":3000,""MeanWarpCount"":17,""MinWarpCount"":16.24,""MaxWarpCount"":16.26,""MeanFillCount"":17,""MinFillCount"":16.24,""MaxFillCount"":17.76,""MeanDryWeight"":12.7,""MinDryWeight"":12.19,""MaxDryWeight"":13.21,""MeanConditionedWeight"":13.27,""MinConditionedWeight"":12.74,""MaxConditionedWeight"":13.81,""YarnFinish"":""0.01"",""YarnCode"":""FHE00003330H6P0000"",""MoistureRegain"":0.05,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" HF211""}",style
96,408,2/8/2019 15:20,"{""Dtex"":1100,""Style"":408,""WeaveType"":"""",""YarnType"":""Hyosung"",""Denier"":1000,""MeanWarpCount"":21.59,""MinWarpCount"":20.83,""MaxWarpCount"":16.26,""MeanFillCount"":21.59,""MinFillCount"":20.83,""MaxFillCount"":22.35,""MeanDryWeight"":5.49,""MinDryWeight"":5.27,""MaxDryWeight"":5.71,""MeanConditionedWeight"":5.93,""MinConditionedWeight"":5.69,""MaxConditionedWeight"":6.16,""YarnFinish"":""0.01"",""YarnCode"":""FHY0AF2110000P0000"",""MoistureRegain"":0.08,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" AF2000""}",style
97,412,2/8/2019 15:20,"{""Dtex"":3300,""Style"":412,""WeaveType"":"""",""YarnType"":""Hyosung"",""Denier"":3000,""MeanWarpCount"":12,""MinWarpCount"":11.49,""MaxWarpCount"":16.26,""MeanFillCount"":12,""MinFillCount"":11.49,""MaxFillCount"":12.51,""MeanDryWeight"":9.18,""MinDryWeight"":8.81,""MaxDryWeight"":9.55,""MeanConditionedWeight"":9.91,""MinConditionedWeight"":9.52,""MaxConditionedWeight"":10.31,""YarnFinish"":""0.01"",""YarnCode"":""FHY0AF1334002P0000"",""MoistureRegain"":0.08,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" AF1000""}",style
98,414,2/8/2019 15:20,"{""Dtex"":3330,""Style"":414,""WeaveType"":"""",""YarnType"":""Heracon"",""Denier"":3000,""MeanWarpCount"":11,""MinWarpCount"":10.24,""MaxWarpCount"":16.26,""MeanFillCount"":11,""MinFillCount"":10.24,""MaxFillCount"":11.76,""MeanDryWeight"":8.12,""MinDryWeight"":7.8,""MaxDryWeight"":8.45,""MeanConditionedWeight"":8.49,""MinConditionedWeight"":8.15,""MaxConditionedWeight"":8.83,""YarnFinish"":""0.01"",""YarnCode"":""FHE00003330H6P0000"",""MoistureRegain"":0.05,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" HF211""}",style
99,417,2/8/2019 15:20,"{""Dtex"":1680,""Style"":417,""WeaveType"":"""",""YarnType"":""Hyosung"",""Denier"":1500,""MeanWarpCount"":17,""MinWarpCount"":16.24,""MaxWarpCount"":16.26,""MeanFillCount"":17,""MinFillCount"":16.24,""MaxFillCount"":17.76,""MeanDryWeight"":6.5,""MinDryWeight"":6.24,""MaxDryWeight"":6.76,""MeanConditionedWeight"":7.02,""MinConditionedWeight"":6.74,""MaxConditionedWeight"":7.3,""YarnFinish"":""0.01"",""YarnCode"":""FHY0AF1167000P0000"",""MoistureRegain"":0.08,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" AF1000""}",style
100,420,2/8/2019 15:20,"{""Dtex"":930,""Style"":420,""WeaveType"":"""",""YarnType"":""Hyosung"",""Denier"":840,""MeanWarpCount"":23,""MinWarpCount"":22.24,""MaxWarpCount"":16.26,""MeanFillCount"":23,""MinFillCount"":22.24,""MaxFillCount"":23.76,""MeanDryWeight"":4.92,""MinDryWeight"":4.72,""MaxDryWeight"":5.11,""MeanConditionedWeight"":5.31,""MinConditionedWeight"":5.1,""MaxConditionedWeight"":5.52,""YarnFinish"":""0.01"",""YarnCode"":""FHY0AF1093000P0000"",""MoistureRegain"":0.08,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" AF1000""}",style
101,438,2/8/2019 15:20,"{""Dtex"":930,""Style"":438,""WeaveType"":"""",""YarnType"":""Hyosung"",""Denier"":840,""MeanWarpCount"":31,""MinWarpCount"":30.24,""MaxWarpCount"":31.76,""MeanFillCount"":31,""MinFillCount"":30.24,""MaxFillCount"":31.76,""MeanDryWeight"":6.49,""MinDryWeight"":6.23,""MaxDryWeight"":6.75,""MeanConditionedWeight"":6.78,""MinConditionedWeight"":6.51,""MaxConditionedWeight"":7.05,""YarnFinish"":""0.01"",""YarnCode"":""FHY0AF1093000P0000"",""MoistureRegain"":0.08,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" AF1000""}",style
102,421,2/8/2019 15:20,"{""Dtex"":1100,""Style"":421,""WeaveType"":"""",""YarnType"":""Hyosung"",""Denier"":1000,""MeanWarpCount"":22,""MinWarpCount"":21.23,""MaxWarpCount"":16.26,""MeanFillCount"":22,""MinFillCount"":21.23,""MaxFillCount"":22.76,""MeanDryWeight"":5.59,""MinDryWeight"":5.37,""MaxDryWeight"":5.82,""MeanConditionedWeight"":5.84,""MinConditionedWeight"":5.61,""MaxConditionedWeight"":6.08,""YarnFinish"":""0.01"",""YarnCode"":""FHY0AF1110000P0000"",""MoistureRegain"":0.08,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" AF1000""}",style
103,423,2/8/2019 15:20,"{""Dtex"":930,""Style"":423,""WeaveType"":"""",""YarnType"":""Hyosung"",""Denier"":840,""MeanWarpCount"":23,""MinWarpCount"":22.24,""MaxWarpCount"":16.26,""MeanFillCount"":23,""MinFillCount"":22.24,""MaxFillCount"":23.76,""MeanDryWeight"":4.92,""MinDryWeight"":4.72,""MaxDryWeight"":5.11,""MeanConditionedWeight"":5.31,""MinConditionedWeight"":5.1,""MaxConditionedWeight"":5.52,""YarnFinish"":""0.01"",""YarnCode"":""FHY0AF2093000P0000"",""MoistureRegain"":0.08,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" AF2000""}",style
104,425,2/8/2019 15:20,"{""Dtex"":930,""Style"":425,""WeaveType"":"""",""YarnType"":""Hyosung"",""Denier"":840,""MeanWarpCount"":23,""MinWarpCount"":22,""MaxWarpCount"":16.26,""MeanFillCount"":23,""MinFillCount"":22,""MaxFillCount"":24,""MeanDryWeight"":4.92,""MinDryWeight"":4.72,""MaxDryWeight"":5.11,""MeanConditionedWeight"":5.31,""MinConditionedWeight"":5.1,""MaxConditionedWeight"":5.52,""YarnFinish"":""0.01"",""YarnCode"":""FHY0AF2093000P0000"",""MoistureRegain"":0.08,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" AF2000""}",style
105,426,2/8/2019 15:20,"{""Dtex"":930,""Style"":426,""WeaveType"":"""",""YarnType"":""Hyosung"",""Denier"":840,""MeanWarpCount"":26,""MinWarpCount"":25.24,""MaxWarpCount"":16.26,""MeanFillCount"":26,""MinFillCount"":25.24,""MaxFillCount"":26.76,""MeanDryWeight"":5.56,""MinDryWeight"":5.34,""MaxDryWeight"":5.78,""MeanConditionedWeight"":6,""MinConditionedWeight"":5.76,""MaxConditionedWeight"":6.24,""YarnFinish"":""0.01"",""YarnCode"":""FHY0AF2093000P0000"",""MoistureRegain"":0.08,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" AF2000""}",style
106,427,2/8/2019 15:20,"{""Dtex"":1100,""Style"":427,""WeaveType"":"""",""YarnType"":""Hyosung"",""Denier"":1000,""MeanWarpCount"":22,""MinWarpCount"":21.23,""MaxWarpCount"":16.26,""MeanFillCount"":22,""MinFillCount"":21.23,""MaxFillCount"":22.76,""MeanDryWeight"":5.59,""MinDryWeight"":5.37,""MaxDryWeight"":5.81,""MeanConditionedWeight"":6.04,""MinConditionedWeight"":5.8,""MaxConditionedWeight"":6.28,""YarnFinish"":""0.01"",""YarnCode"":""FHY0AF1110000P0000"",""MoistureRegain"":0.08,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" AF1000""}",style
107,432,2/8/2019 15:20,"{""Dtex"":1680,""Style"":432,""WeaveType"":"""",""YarnType"":""Hyosung"",""Denier"":1500,""MeanWarpCount"":20,""MinWarpCount"":19.24,""MaxWarpCount"":16.26,""MeanFillCount"":20,""MinFillCount"":19.24,""MaxFillCount"":20.76,""MeanDryWeight"":7.65,""MinDryWeight"":7.34,""MaxDryWeight"":7.96,""MeanConditionedWeight"":8.26,""MinConditionedWeight"":7.93,""MaxConditionedWeight"":8.59,""YarnFinish"":""0.01"",""YarnCode"":""FHY0AF1167000P0000"",""MoistureRegain"":0.08,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" AF1000""}",style
108,435,2/8/2019 15:20,"{""Dtex"":930,""Style"":435,""WeaveType"":"""",""YarnType"":""Heracon"",""Denier"":840,""MeanWarpCount"":31,""MinWarpCount"":30,""MaxWarpCount"":16.26,""MeanFillCount"":31,""MinFillCount"":30,""MaxFillCount"":32,""MeanDryWeight"":6.6,""MinDryWeight"":6.34,""MaxDryWeight"":6.87,""MeanConditionedWeight"":6.9,""MinConditionedWeight"":6.62,""MaxConditionedWeight"":7.17,""YarnFinish"":""0.01"",""YarnCode"":""FHE0101093000P0000"",""MoistureRegain"":0.05,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" HF100""}",style
109,442,2/8/2019 15:20,"{""Dtex"":1680,""Style"":442,""WeaveType"":"""",""YarnType"":""Hyosung"",""Denier"":1500,""MeanWarpCount"":22,""MinWarpCount"":21.23,""MaxWarpCount"":16.26,""MeanFillCount"":22,""MinFillCount"":21.23,""MaxFillCount"":22.76,""MeanDryWeight"":8.41,""MinDryWeight"":8.08,""MaxDryWeight"":8.75,""MeanConditionedWeight"":9.09,""MinConditionedWeight"":8.72,""MaxConditionedWeight"":9.45,""YarnFinish"":""0.01"",""YarnCode"":""FHY0AF1167000P0000"",""MoistureRegain"":0.08,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" AF1000""}",style
110,452,2/8/2019 15:20,"{""Dtex"":1680,""Style"":452,""WeaveType"":"""",""YarnType"":""Hyosung"",""Denier"":1500,""MeanWarpCount"":20,""MinWarpCount"":19,""MaxWarpCount"":16.26,""MeanFillCount"":20,""MinFillCount"":19,""MaxFillCount"":21,""MeanDryWeight"":7.65,""MinDryWeight"":7.34,""MaxDryWeight"":7.96,""MeanConditionedWeight"":8.26,""MinConditionedWeight"":7.93,""MaxConditionedWeight"":8.59,""YarnFinish"":""0.01"",""YarnCode"":""FHY0AF2167000P0000"",""MoistureRegain"":0.08,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" AF2000""}",style
111,470,2/8/2019 15:20,"{""Dtex"":220,""Style"":470,""WeaveType"":"""",""YarnType"":""Hyosung"",""Denier"":200,""MeanWarpCount"":70,""MinWarpCount"":69.24,""MaxWarpCount"":16.26,""MeanFillCount"":70,""MinFillCount"":69.24,""MaxFillCount"":70.76,""MeanDryWeight"":3.64,""MinDryWeight"":3.49,""MaxDryWeight"":3.78,""MeanConditionedWeight"":3.93,""MinConditionedWeight"":3.77,""MaxConditionedWeight"":4.09,""YarnFinish"":""0.03"",""YarnCode"":""FHY0AF1022000P0000"",""MoistureRegain"":0.08,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" AF1000""}",style
112,603,2/8/2019 15:20,"{""Dtex"":1100,""Style"":603,""WeaveType"":"""",""YarnType"":""Twaron"",""Denier"":1000,""MeanWarpCount"":26,""MinWarpCount"":25.24,""MaxWarpCount"":16.26,""MeanFillCount"":26,""MinFillCount"":25.24,""MaxFillCount"":26.76,""MeanDryWeight"":6.44,""MinDryWeight"":6.19,""MaxDryWeight"":6.7,""MeanConditionedWeight"":6.83,""MinConditionedWeight"":6.56,""MaxConditionedWeight"":7.1,""YarnFinish"":""0.01"",""YarnCode"":""FTW0204110000P0000"",""MoistureRegain"":0.06,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" T2040""}",style
113,604,2/8/2019 15:20,"{""Dtex"":840,""Style"":604,""WeaveType"":"""",""YarnType"":""Twaron"",""Denier"":750,""MeanWarpCount"":24,""MinWarpCount"":23.24,""MaxWarpCount"":16.26,""MeanFillCount"":24,""MinFillCount"":23.24,""MaxFillCount"":24.77,""MeanDryWeight"":4.51,""MinDryWeight"":4.33,""MaxDryWeight"":4.69,""MeanConditionedWeight"":4.78,""MinConditionedWeight"":4.59,""MaxConditionedWeight"":4.97,""YarnFinish"":""0.01"",""YarnCode"":""FTW0204084000P0000"",""MoistureRegain"":0.06,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" T2040""}",style
114,605,2/8/2019 15:20,"{""Dtex"":840,""Style"":605,""WeaveType"":"""",""YarnType"":""Twaron"",""Denier"":750,""MeanWarpCount"":24,""MinWarpCount"":23.24,""MaxWarpCount"":16.26,""MeanFillCount"":24,""MinFillCount"":23.24,""MaxFillCount"":24.77,""MeanDryWeight"":4.51,""MinDryWeight"":4.33,""MaxDryWeight"":4.69,""MeanConditionedWeight"":4.78,""MinConditionedWeight"":4.59,""MaxConditionedWeight"":4.97,""YarnFinish"":""0.01"",""YarnCode"":""FTW0204084000P0000"",""MoistureRegain"":0.06,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" T2040""}",style
115,606,2/8/2019 15:20,"{""Dtex"":3360,""Style"":606,""WeaveType"":"""",""YarnType"":""Twaron"",""Denier"":3000,""MeanWarpCount"":16,""MinWarpCount"":15,""MaxWarpCount"":16.26,""MeanFillCount"":16,""MinFillCount"":15,""MaxFillCount"":17,""MeanDryWeight"":11.46,""MinDryWeight"":11,""MaxDryWeight"":11.92,""MeanConditionedWeight"":12.15,""MinConditionedWeight"":11.66,""MaxConditionedWeight"":12.63,""YarnFinish"":""0.01"",""YarnCode"":""FTW0200336000P0000"",""MoistureRegain"":0.06,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" T2000""}",style
116,607,2/8/2019 15:20,"{""Dtex"":1100,""Style"":607,""WeaveType"":"""",""YarnType"":""Twaron"",""Denier"":1000,""MeanWarpCount"":17,""MinWarpCount"":15.98,""MaxWarpCount"":16.26,""MeanFillCount"":17,""MinFillCount"":15.98,""MaxFillCount"":18.02,""MeanDryWeight"":4.21,""MinDryWeight"":4.04,""MaxDryWeight"":4.38,""MeanConditionedWeight"":4.47,""MinConditionedWeight"":4.29,""MaxConditionedWeight"":4.64,""YarnFinish"":""0.01"",""YarnCode"":""FTW0204110000P0000"",""MoistureRegain"":0.06,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" T2040""}",style
117,608,2/8/2019 15:20,"{""Dtex"":3360,""Style"":608,""WeaveType"":"""",""YarnType"":""Twaron"",""Denier"":3000,""MeanWarpCount"":17,""MinWarpCount"":16.24,""MaxWarpCount"":16.26,""MeanFillCount"":17,""MinFillCount"":16.24,""MaxFillCount"":17.76,""MeanDryWeight"":12.18,""MinDryWeight"":11.69,""MaxDryWeight"":12.66,""MeanConditionedWeight"":12.91,""MinConditionedWeight"":12.39,""MaxConditionedWeight"":13.42,""YarnFinish"":""0.01"",""YarnCode"":""FTW0200336000P0000"",""MoistureRegain"":0.06,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" T2000""}",style
118,609,2/8/2019 15:20,"{""Dtex"":1100,""Style"":609,""WeaveType"":"""",""YarnType"":""Twaron"",""Denier"":1000,""MeanWarpCount"":20,""MinWarpCount"":19,""MaxWarpCount"":16.26,""MeanFillCount"":20,""MinFillCount"":19,""MaxFillCount"":21,""MeanDryWeight"":4.96,""MinDryWeight"":4.76,""MaxDryWeight"":5.15,""MeanConditionedWeight"":5.25,""MinConditionedWeight"":5.04,""MaxConditionedWeight"":5.46,""YarnFinish"":""0.01"",""YarnCode"":""FTW0204110000P0000"",""MoistureRegain"":0.06,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" T2040""}",style
119,610,2/8/2019 15:20,"{""Dtex"":1100,""Style"":610,""WeaveType"":"""",""YarnType"":""Twaron"",""Denier"":1000,""MeanWarpCount"":20,""MinWarpCount"":19.24,""MaxWarpCount"":16.26,""MeanFillCount"":20,""MinFillCount"":19.24,""MaxFillCount"":20.76,""MeanDryWeight"":4.96,""MinDryWeight"":4.76,""MaxDryWeight"":5.15,""MeanConditionedWeight"":5.25,""MinConditionedWeight"":5.04,""MaxConditionedWeight"":5.46,""YarnFinish"":""0.01"",""YarnCode"":""FTW0204110000P0000"",""MoistureRegain"":0.06,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" T2040""}",style
120,613,2/8/2019 15:20,"{""Dtex"":840,""Style"":613,""WeaveType"":"""",""YarnType"":""Twaron"",""Denier"":750,""MeanWarpCount"":20,""MinWarpCount"":19.3,""MaxWarpCount"":16.26,""MeanFillCount"":20,""MinFillCount"":19.3,""MaxFillCount"":20.83,""MeanDryWeight"":3.77,""MinDryWeight"":3.62,""MaxDryWeight"":3.92,""MeanConditionedWeight"":3.99,""MinConditionedWeight"":3.83,""MaxConditionedWeight"":4.15,""YarnFinish"":""0.01"",""YarnCode"":""FTW0204084000P0000"",""MoistureRegain"":0.06,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" T2040""}",style
121,614,2/8/2019 15:20,"{""Dtex"":840,""Style"":614,""WeaveType"":"""",""YarnType"":""Twaron"",""Denier"":750,""MeanWarpCount"":36,""MinWarpCount"":35.24,""MaxWarpCount"":16.26,""MeanFillCount"":36,""MinFillCount"":35.24,""MaxFillCount"":36.76,""MeanDryWeight"":6.76,""MinDryWeight"":6.49,""MaxDryWeight"":7.03,""MeanConditionedWeight"":7.17,""MinConditionedWeight"":6.88,""MaxConditionedWeight"":7.45,""YarnFinish"":""0.01"",""YarnCode"":""FTW0204084000P0000"",""MoistureRegain"":0.06,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" T2040""}",style
122,615,2/8/2019 15:20,"{""Dtex"":840,""Style"":615,""WeaveType"":"""",""YarnType"":""Twaron"",""Denier"":750,""MeanWarpCount"":24,""MinWarpCount"":23.24,""MaxWarpCount"":16.26,""MeanFillCount"":24,""MinFillCount"":23.24,""MaxFillCount"":24.77,""MeanDryWeight"":4.51,""MinDryWeight"":4.33,""MaxDryWeight"":4.69,""MeanConditionedWeight"":4.78,""MinConditionedWeight"":4.59,""MaxConditionedWeight"":4.97,""YarnFinish"":""0.01"",""YarnCode"":""FTW0204084000P0000"",""MoistureRegain"":0.06,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" T2040""}",style
123,616,2/8/2019 15:20,"{""Dtex"":840,""Style"":616,""WeaveType"":"""",""YarnType"":""Twaron"",""Denier"":750,""MeanWarpCount"":42,""MinWarpCount"":41.24,""MaxWarpCount"":16.26,""MeanFillCount"":42,""MinFillCount"":41.24,""MaxFillCount"":42.76,""MeanDryWeight"":7.89,""MinDryWeight"":7.57,""MaxDryWeight"":8.2,""MeanConditionedWeight"":8.36,""MinConditionedWeight"":8.03,""MaxConditionedWeight"":8.69,""YarnFinish"":""0.01"",""YarnCode"":""FTW0204084000P0000"",""MoistureRegain"":0.06,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" T2040""}",style
124,617,2/8/2019 15:20,"{""Dtex"":930,""Style"":617,""WeaveType"":"""",""YarnType"":""Twaron"",""Denier"":840,""MeanWarpCount"":24.13,""MinWarpCount"":23.37,""MaxWarpCount"":16.26,""MeanFillCount"":22.1,""MinFillCount"":21.34,""MaxFillCount"":22.86,""MeanDryWeight"":4.84,""MinDryWeight"":4.65,""MaxDryWeight"":5.04,""MeanConditionedWeight"":5.14,""MinConditionedWeight"":4.93,""MaxConditionedWeight"":5.34,""YarnFinish"":""0.01"",""YarnCode"":""FTW0204093000P0000"",""MoistureRegain"":0.06,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" T2040""}",style
125,618,2/8/2019 15:20,"{""Dtex"":1100,""Style"":618,""WeaveType"":"""",""YarnType"":""Twaron"",""Denier"":1000,""MeanWarpCount"":22,""MinWarpCount"":21.23,""MaxWarpCount"":16.26,""MeanFillCount"":19.99,""MinFillCount"":19.23,""MaxFillCount"":20.75,""MeanDryWeight"":5.45,""MinDryWeight"":5.23,""MaxDryWeight"":5.67,""MeanConditionedWeight"":5.78,""MinConditionedWeight"":5.55,""MaxConditionedWeight"":6.01,""YarnFinish"":""0.01"",""YarnCode"":""FTW0204110000P0000"",""MoistureRegain"":0.06,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" T2040""}",style
126,619,2/8/2019 15:20,"{""Dtex"":1100,""Style"":619,""WeaveType"":"""",""YarnType"":""Twaron"",""Denier"":1000,""MeanWarpCount"":18,""MinWarpCount"":17.24,""MaxWarpCount"":16.26,""MeanFillCount"":18,""MinFillCount"":17.24,""MaxFillCount"":18.76,""MeanDryWeight"":4.46,""MinDryWeight"":4.28,""MaxDryWeight"":4.64,""MeanConditionedWeight"":4.73,""MinConditionedWeight"":4.54,""MaxConditionedWeight"":4.92,""YarnFinish"":""0.01"",""YarnCode"":""FTW0204110000P0000"",""MoistureRegain"":0.06,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" T2040""}",style
127,620,2/8/2019 15:20,"{""Dtex"":930,""Style"":620,""WeaveType"":"""",""YarnType"":""Twaron"",""Denier"":840,""MeanWarpCount"":20,""MinWarpCount"":19.24,""MaxWarpCount"":16.26,""MeanFillCount"":20,""MinFillCount"":19.24,""MaxFillCount"":20.76,""MeanDryWeight"":4.19,""MinDryWeight"":4.02,""MaxDryWeight"":4.36,""MeanConditionedWeight"":4.44,""MinConditionedWeight"":4.27,""MaxConditionedWeight"":4.62,""YarnFinish"":""0.01"",""YarnCode"":""FTW0204093000P0000"",""MoistureRegain"":0.06,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" T2040""}",style
128,622,2/8/2019 15:20,"{""Dtex"":840,""Style"":622,""WeaveType"":"""",""YarnType"":""Twaron"",""Denier"":750,""MeanWarpCount"":28,""MinWarpCount"":27.24,""MaxWarpCount"":16.26,""MeanFillCount"":28,""MinFillCount"":27.24,""MaxFillCount"":28.76,""MeanDryWeight"":5.26,""MinDryWeight"":5.05,""MaxDryWeight"":5.47,""MeanConditionedWeight"":5.57,""MinConditionedWeight"":5.35,""MaxConditionedWeight"":5.8,""YarnFinish"":""0.01"",""YarnCode"":""FTW0204084000P0000"",""MoistureRegain"":0.06,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" T2040""}",style
129,623,2/8/2019 15:20,"{""Dtex"":840,""Style"":623,""WeaveType"":"""",""YarnType"":""Twaron"",""Denier"":750,""MeanWarpCount"":23,""MinWarpCount"":22,""MaxWarpCount"":16.26,""MeanFillCount"":23,""MinFillCount"":22,""MaxFillCount"":24,""MeanDryWeight"":4.32,""MinDryWeight"":4.15,""MaxDryWeight"":4.49,""MeanConditionedWeight"":4.58,""MinConditionedWeight"":4.39,""MaxConditionedWeight"":4.76,""YarnFinish"":""0.01"",""YarnCode"":""FTW0204084000P0000"",""MoistureRegain"":0.06,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" T2040""}",style
130,624,2/8/2019 15:20,"{""Dtex"":840,""Style"":624,""WeaveType"":"""",""YarnType"":""Twaron"",""Denier"":750,""MeanWarpCount"":28,""MinWarpCount"":27.24,""MaxWarpCount"":16.26,""MeanFillCount"":28,""MinFillCount"":27.24,""MaxFillCount"":28.76,""MeanDryWeight"":5.26,""MinDryWeight"":5.05,""MaxDryWeight"":5.47,""MeanConditionedWeight"":5.57,""MinConditionedWeight"":5.35,""MaxConditionedWeight"":5.8,""YarnFinish"":""0.01"",""YarnCode"":""FTW0204084000P0000"",""MoistureRegain"":0.06,""Twisting"":0,""YarnColor"":"""",""Notes"":"""",""YarnMerge"":"" T2040""}",style
